customer_id,customer_segment
CUST02433,High txn count / Low avg value – Daily Spender
CUST02434,Low txn count / High avg value – Premium User
CUST02435,High txn count / Low avg value – Daily Spender
CUST02436,High txn count / Low avg value – Daily Spender
CUST02437,High txn count / Low avg value – Daily Spender
CUST02438,Low txn count / High avg value – Premium User
CUST02439,High Groceries/Fuel ratio – Household User
CUST02440,Low txn count / High avg value – Premium User
CUST02441,High Groceries/Fuel ratio – Household User
CUST02442,High txn count / Low avg value – Daily Spender
CUST02443,High txn count / Low avg value – Daily Spender
CUST02444,Low txn count / High avg value – Premium User
CUST02445,High txn count / Low avg value – Daily Spender
CUST02446,High txn count / Low avg value – Daily Spender
CUST02447,High Groceries/Fuel ratio – Household User
CUST02448,High Groceries/Fuel ratio – Household User
CUST02449,High txn count / Low avg value – Daily Spender
CUST02450,High txn count / Low avg value – Daily Spender
CUST02451,High Travel & Dining – Lifestyle User
CUST02452,Low txn count / High avg value – Premium User
CUST02453,Low Activity – Dormant User
CUST02454,Low txn count / High avg value – Premium User
CUST02455,Low txn count / High avg value – Premium User
CUST02507,Low txn count / High avg value – Premium User
CUST02508,Low Activity – Dormant User
CUST02509,Low Activity – Dormant User
CUST02510,High Groceries/Fuel ratio – Household User
CUST02511,High txn count / Low avg value – Daily Spender
CUST02512,Low txn count / High avg value – Premium User
CUST02513,Low txn count / High avg value – Premium User
CUST02514,High txn count / Low avg value – Daily Spender
CUST02515,Low txn count / High avg value – Premium User
CUST02516,High Groceries/Fuel ratio – Household User
CUST02517,Low txn count / High avg value – Premium User
CUST02518,High txn count / Low avg value – Daily Spender
CUST02519,High txn count / Low avg value – Daily Spender
CUST02520,High txn count / Low avg value – Daily Spender
CUST02521,High Groceries/Fuel ratio – Household User
CUST02522,High txn count / Low avg value – Daily Spender
CUST02523,High txn count / Low avg value – Daily Spender
CUST02524,Low txn count / High avg value – Premium User
CUST02525,High txn count / Low avg value – Daily Spender
CUST02526,High Groceries/Fuel ratio – Household User
CUST02527,Low txn count / High avg value – Premium User
CUST02528,High Groceries/Fuel ratio – Household User
CUST02529,High txn count / Low avg value – Daily Spender
CUST02530,High txn count / Low avg value – Daily Spender
CUST02531,Low Activity – Dormant User
CUST02532,High txn count / Low avg value – Daily Spender
CUST02533,High Groceries/Fuel ratio – Household User
CUST02534,High txn count / Low avg value – Daily Spender
CUST02535,Low Activity – Dormant User
CUST02536,High txn count / Low avg value – Daily Spender
CUST02537,High Groceries/Fuel ratio – Household User
CUST02538,High txn count / Low avg value – Daily Spender
CUST02539,High txn count / Low avg value – Daily Spender
CUST02540,High txn count / Low avg value – Daily Spender
CUST02541,High txn count / Low avg value – Daily Spender
CUST02542,Low txn count / High avg value – Premium User
CUST02543,High txn count / Low avg value – Daily Spender
CUST02544,High Groceries/Fuel ratio – Household User
CUST02545,Low txn count / High avg value – Premium User
CUST02546,High Groceries/Fuel ratio – Household User
CUST02547,High Groceries/Fuel ratio – Household User
CUST02548,Low txn count / High avg value – Premium User
CUST02549,High Groceries/Fuel ratio – Household User
CUST02550,High txn count / Low avg value – Daily Spender
CUST02551,High Groceries/Fuel ratio – Household User
CUST02552,High txn count / Low avg value – Daily Spender
CUST02553,Low Activity – Dormant User
CUST02554,High Groceries/Fuel ratio – Household User
CUST02555,High txn count / Low avg value – Daily Spender
CUST02556,Low txn count / High avg value – Premium User
CUST02557,High txn count / Low avg value – Daily Spender
CUST02558,High Groceries/Fuel ratio – Household User
CUST02559,Low txn count / High avg value – Premium User
CUST02560,High txn count / Low avg value – Daily Spender
CUST02561,High txn count / Low avg value – Daily Spender
CUST02562,High Groceries/Fuel ratio – Household User
CUST02563,High Groceries/Fuel ratio – Household User
CUST02564,Low txn count / High avg value – Premium User
CUST02565,High txn count / Low avg value – Daily Spender
CUST02566,High Groceries/Fuel ratio – Household User
CUST02567,High txn count / Low avg value – Daily Spender
CUST02568,Low txn count / High avg value – Premium User
CUST02569,Low Activity – Dormant User
CUST02570,Low txn count / High avg value – Premium User
CUST02571,High txn count / Low avg value – Daily Spender
CUST02572,High txn count / Low avg value – Daily Spender
CUST02573,Low txn count / High avg value – Premium User
CUST02574,High Groceries/Fuel ratio – Household User
CUST02575,High txn count / Low avg value – Daily Spender
CUST02576,Low txn count / High avg value – Premium User
CUST02577,High txn count / Low avg value – Daily Spender
CUST02578,High txn count / Low avg value – Daily Spender
CUST02579,High txn count / Low avg value – Daily Spender
CUST02580,High Groceries/Fuel ratio – Household User
CUST02581,High Travel & Dining – Lifestyle User
CUST02582,Low txn count / High avg value – Premium User
CUST02583,Low txn count / High avg value – Premium User
CUST02584,High Groceries/Fuel ratio – Household User
CUST02585,High txn count / Low avg value – Daily Spender
CUST02586,High Groceries/Fuel ratio – Household User
CUST02587,High txn count / Low avg value – Daily Spender
CUST02588,High Groceries/Fuel ratio – Household User
CUST02589,High txn count / Low avg value – Daily Spender
CUST02590,High txn count / Low avg value – Daily Spender
CUST02591,Low txn count / High avg value – Premium User
CUST02592,Low txn count / High avg value – Premium User
CUST02593,Low txn count / High avg value – Premium User
CUST02594,High Groceries/Fuel ratio – Household User
CUST02595,High txn count / Low avg value – Daily Spender
CUST02596,High txn count / Low avg value – Daily Spender
CUST02597,Low txn count / High avg value – Premium User
CUST02598,High txn count / Low avg value – Daily Spender
CUST02599,High Groceries/Fuel ratio – Household User
CUST02600,High txn count / Low avg value – Daily Spender
CUST02601,High Groceries/Fuel ratio – Household User
CUST02602,High txn count / Low avg value – Daily Spender
CUST02603,High txn count / Low avg value – Daily Spender
CUST02604,Low txn count / High avg value – Premium User
CUST02605,Low txn count / High avg value – Premium User
CUST02606,High Groceries/Fuel ratio – Household User
CUST02607,High txn count / Low avg value – Daily Spender
CUST02608,High txn count / Low avg value – Daily Spender
CUST02609,High Groceries/Fuel ratio – Household User
CUST02610,High Travel & Dining – Lifestyle User
CUST02611,High Groceries/Fuel ratio – Household User
CUST02612,High Groceries/Fuel ratio – Household User
CUST02613,High txn count / Low avg value – Daily Spender
CUST02614,High txn count / Low avg value – Daily Spender
CUST02615,High Groceries/Fuel ratio – Household User
CUST02616,High txn count / Low avg value – Daily Spender
CUST02617,High txn count / Low avg value – Daily Spender
CUST02618,High Travel & Dining – Lifestyle User
CUST02619,High txn count / Low avg value – Daily Spender
CUST02620,High txn count / Low avg value – Daily Spender
CUST02621,High txn count / Low avg value – Daily Spender
CUST02622,Low txn count / High avg value – Premium User
CUST02623,High txn count / Low avg value – Daily Spender
CUST02624,High txn count / Low avg value – Daily Spender
CUST02625,Low txn count / High avg value – Premium User
CUST02626,High Groceries/Fuel ratio – Household User
CUST02627,High txn count / Low avg value – Daily Spender
CUST02628,Low txn count / High avg value – Premium User
CUST02629,High txn count / Low avg value – Daily Spender
CUST02630,High txn count / Low avg value – Daily Spender
CUST02631,High txn count / Low avg value – Daily Spender
CUST02632,High Groceries/Fuel ratio – Household User
CUST02633,High Groceries/Fuel ratio – Household User
CUST02634,High txn count / Low avg value – Daily Spender
CUST02635,High txn count / Low avg value – Daily Spender
CUST02636,High txn count / Low avg value – Daily Spender
CUST02637,High txn count / Low avg value – Daily Spender
CUST02638,Low txn count / High avg value – Premium User
CUST02639,High txn count / Low avg value – Daily Spender
CUST02640,High txn count / Low avg value – Daily Spender
CUST02641,High Groceries/Fuel ratio – Household User
CUST02642,High txn count / Low avg value – Daily Spender
CUST02643,High txn count / Low avg value – Daily Spender
CUST02644,High Groceries/Fuel ratio – Household User
CUST02645,High txn count / Low avg value – Daily Spender
CUST02646,High txn count / Low avg value – Daily Spender
CUST02647,Low txn count / High avg value – Premium User
CUST02648,Low txn count / High avg value – Premium User
CUST02649,Low txn count / High avg value – Premium User
CUST02650,High Groceries/Fuel ratio – Household User
CUST02651,High txn count / Low avg value – Daily Spender
CUST02652,High txn count / Low avg value – Daily Spender
CUST02653,High Groceries/Fuel ratio – Household User
CUST02654,High txn count / Low avg value – Daily Spender
CUST02655,Low txn count / High avg value – Premium User
CUST02656,Low txn count / High avg value – Premium User
CUST02657,Low Activity – Dormant User
CUST02658,High Groceries/Fuel ratio – Household User
CUST02659,High txn count / Low avg value – Daily Spender
CUST02660,Low txn count / High avg value – Premium User
CUST02661,High txn count / Low avg value – Daily Spender
CUST02662,High Groceries/Fuel ratio – Household User
CUST02663,High txn count / Low avg value – Daily Spender
CUST02664,High txn count / Low avg value – Daily Spender
CUST02665,High Travel & Dining – Lifestyle User
CUST02666,High Groceries/Fuel ratio – Household User
CUST02667,High txn count / Low avg value – Daily Spender
CUST02668,High txn count / Low avg value – Daily Spender
CUST02669,High txn count / Low avg value – Daily Spender
CUST02670,High txn count / Low avg value – Daily Spender
CUST02671,High txn count / Low avg value – Daily Spender
CUST02672,High txn count / Low avg value – Daily Spender
CUST02673,High Groceries/Fuel ratio – Household User
CUST02674,Low txn count / High avg value – Premium User
CUST02675,High txn count / Low avg value – Daily Spender
CUST02676,High txn count / Low avg value – Daily Spender
CUST02677,High Groceries/Fuel ratio – Household User
CUST02678,High Groceries/Fuel ratio – Household User
CUST02679,Low txn count / High avg value – Premium User
CUST02680,High Travel & Dining – Lifestyle User
CUST02681,High txn count / Low avg value – Daily Spender
CUST02682,High Groceries/Fuel ratio – Household User
CUST02683,High txn count / Low avg value – Daily Spender
CUST02684,High txn count / Low avg value – Daily Spender
CUST02685,High Groceries/Fuel ratio – Household User
CUST02686,High Groceries/Fuel ratio – Household User
CUST02687,Low txn count / High avg value – Premium User
CUST02688,Low txn count / High avg value – Premium User
CUST02689,Low txn count / High avg value – Premium User
CUST02690,Low txn count / High avg value – Premium User
CUST02691,Low txn count / High avg value – Premium User
CUST02692,High Groceries/Fuel ratio – Household User
CUST02693,Low txn count / High avg value – Premium User
CUST02694,High txn count / Low avg value – Daily Spender
CUST02695,Low txn count / High avg value – Premium User
CUST02696,High txn count / Low avg value – Daily Spender
CUST02697,High txn count / Low avg value – Daily Spender
CUST02698,High txn count / Low avg value – Daily Spender
CUST02699,High txn count / Low avg value – Daily Spender
CUST02700,Low txn count / High avg value – Premium User
CUST02701,Low Activity – Dormant User
CUST02702,High Groceries/Fuel ratio – Household User
CUST02703,High Groceries/Fuel ratio – Household User
CUST02704,High txn count / Low avg value – Daily Spender
CUST02705,Low txn count / High avg value – Premium User
CUST02706,High Groceries/Fuel ratio – Household User
CUST02707,High txn count / Low avg value – Daily Spender
CUST02708,High Groceries/Fuel ratio – Household User
CUST02709,High txn count / Low avg value – Daily Spender
CUST02710,High txn count / Low avg value – Daily Spender
CUST02711,Low txn count / High avg value – Premium User
CUST02712,High txn count / Low avg value – Daily Spender
CUST02713,High txn count / Low avg value – Daily Spender
CUST02714,High Groceries/Fuel ratio – Household User
CUST02715,High txn count / Low avg value – Daily Spender
CUST02716,High txn count / Low avg value – Daily Spender
CUST02717,High Travel & Dining – Lifestyle User
CUST02718,Low txn count / High avg value – Premium User
CUST02719,Low txn count / High avg value – Premium User
CUST02720,Low txn count / High avg value – Premium User
CUST02721,High txn count / Low avg value – Daily Spender
CUST02722,High txn count / Low avg value – Daily Spender
CUST02723,High Groceries/Fuel ratio – Household User
CUST02724,High txn count / Low avg value – Daily Spender
CUST02725,High txn count / Low avg value – Daily Spender
CUST02726,High Groceries/Fuel ratio – Household User
CUST02727,High Groceries/Fuel ratio – Household User
CUST02728,High Groceries/Fuel ratio – Household User
CUST02729,Low txn count / High avg value – Premium User
CUST02730,High txn count / Low avg value – Daily Spender
CUST02731,Low txn count / High avg value – Premium User
CUST02732,High Groceries/Fuel ratio – Household User
CUST02733,Low txn count / High avg value – Premium User
CUST02734,Low txn count / High avg value – Premium User
CUST02735,High txn count / Low avg value – Daily Spender
CUST02736,Low txn count / High avg value – Premium User
CUST02737,Low txn count / High avg value – Premium User
CUST02738,Low txn count / High avg value – Premium User
CUST02739,High Groceries/Fuel ratio – Household User
CUST02740,High txn count / Low avg value – Daily Spender
CUST02741,High Groceries/Fuel ratio – Household User
CUST02742,High Groceries/Fuel ratio – Household User
CUST02743,High Groceries/Fuel ratio – Household User
CUST02744,High txn count / Low avg value – Daily Spender
CUST02745,High txn count / Low avg value – Daily Spender
CUST02746,Low txn count / High avg value – Premium User
CUST02747,High Groceries/Fuel ratio – Household User
CUST02748,High txn count / Low avg value – Daily Spender
CUST02749,High txn count / Low avg value – Daily Spender
CUST02750,High txn count / Low avg value – Daily Spender
CUST02751,High txn count / Low avg value – Daily Spender
CUST02752,Low Activity – Dormant User
CUST02753,High txn count / Low avg value – Daily Spender
CUST02754,Low Activity – Dormant User
CUST02755,High txn count / Low avg value – Daily Spender
CUST02756,Low txn count / High avg value – Premium User
CUST02757,High txn count / Low avg value – Daily Spender
CUST02758,High txn count / Low avg value – Daily Spender
CUST02759,High Groceries/Fuel ratio – Household User
CUST02760,High Groceries/Fuel ratio – Household User
CUST02761,High Groceries/Fuel ratio – Household User
CUST02762,High txn count / Low avg value – Daily Spender
CUST02763,Low txn count / High avg value – Premium User
CUST02764,High Groceries/Fuel ratio – Household User
CUST02765,High Travel & Dining – Lifestyle User
CUST02766,Low txn count / High avg value – Premium User
CUST02767,High Groceries/Fuel ratio – Household User
CUST02768,Low txn count / High avg value – Premium User
CUST02769,High txn count / Low avg value – Daily Spender
CUST02770,High Groceries/Fuel ratio – Household User
CUST02771,High txn count / Low avg value – Daily Spender
CUST02772,Low Activity – Dormant User
CUST02773,Low txn count / High avg value – Premium User
CUST02774,Low txn count / High avg value – Premium User
CUST02775,Low txn count / High avg value – Premium User
CUST02776,High Groceries/Fuel ratio – Household User
CUST02777,High Groceries/Fuel ratio – Household User
CUST02778,Low txn count / High avg value – Premium User
CUST02779,High Groceries/Fuel ratio – Household User
CUST02780,High Groceries/Fuel ratio – Household User
CUST02781,Low txn count / High avg value – Premium User
CUST02782,High Travel & Dining – Lifestyle User
CUST02783,High txn count / Low avg value – Daily Spender
CUST02784,High txn count / Low avg value – Daily Spender
CUST02785,High Groceries/Fuel ratio – Household User
CUST02786,Low txn count / High avg value – Premium User
CUST02787,High Groceries/Fuel ratio – Household User
CUST02788,High txn count / Low avg value – Daily Spender
CUST02789,High txn count / Low avg value – Daily Spender
CUST02790,High txn count / Low avg value – Daily Spender
CUST02791,Low Activity – Dormant User
CUST02792,Low txn count / High avg value – Premium User
CUST02793,High txn count / Low avg value – Daily Spender
CUST02794,Low txn count / High avg value – Premium User
CUST02795,Low txn count / High avg value – Premium User
CUST02796,High Groceries/Fuel ratio – Household User
CUST02797,High txn count / Low avg value – Daily Spender
CUST02798,Low txn count / High avg value – Premium User
CUST02799,High Groceries/Fuel ratio – Household User
CUST02800,High txn count / Low avg value – Daily Spender
CUST02801,Low txn count / High avg value – Premium User
CUST02802,Low txn count / High avg value – Premium User
CUST02803,Low Activity – Dormant User
CUST02804,Low txn count / High avg value – Premium User
CUST02805,High Groceries/Fuel ratio – Household User
CUST02806,High txn count / Low avg value – Daily Spender
CUST02807,High Groceries/Fuel ratio – Household User
CUST02808,Low txn count / High avg value – Premium User
CUST02809,High txn count / Low avg value – Daily Spender
CUST02810,High Groceries/Fuel ratio – Household User
CUST02811,High txn count / Low avg value – Daily Spender
CUST02812,High txn count / Low avg value – Daily Spender
CUST02813,High Groceries/Fuel ratio – Household User
CUST02814,Low txn count / High avg value – Premium User
CUST02815,High txn count / Low avg value – Daily Spender
CUST02816,Low txn count / High avg value – Premium User
CUST02817,High Groceries/Fuel ratio – Household User
CUST02818,High Groceries/Fuel ratio – Household User
CUST02819,High txn count / Low avg value – Daily Spender
CUST02820,Low txn count / High avg value – Premium User
CUST02821,High Groceries/Fuel ratio – Household User
CUST02822,High txn count / Low avg value – Daily Spender
CUST02823,High Groceries/Fuel ratio – Household User
CUST02824,High txn count / Low avg value – Daily Spender
CUST02825,High txn count / Low avg value – Daily Spender
CUST02826,High txn count / Low avg value – Daily Spender
CUST02827,High Groceries/Fuel ratio – Household User
CUST02828,Low txn count / High avg value – Premium User
CUST02829,High Groceries/Fuel ratio – Household User
CUST02830,Low txn count / High avg value – Premium User
CUST02831,High txn count / Low avg value – Daily Spender
CUST02832,High Groceries/Fuel ratio – Household User
CUST02833,High txn count / Low avg value – Daily Spender
CUST02834,High txn count / Low avg value – Daily Spender
CUST02835,Low txn count / High avg value – Premium User
CUST02836,High txn count / Low avg value – Daily Spender
CUST02837,High Groceries/Fuel ratio – Household User
CUST02838,High txn count / Low avg value – Daily Spender
CUST02839,High txn count / Low avg value – Daily Spender
CUST02840,High txn count / Low avg value – Daily Spender
CUST02841,High txn count / Low avg value – Daily Spender
CUST02842,High txn count / Low avg value – Daily Spender
CUST02843,High Travel & Dining – Lifestyle User
CUST02844,Low txn count / High avg value – Premium User
CUST02845,High txn count / Low avg value – Daily Spender
CUST02846,High txn count / Low avg value – Daily Spender
CUST02847,High txn count / Low avg value – Daily Spender
CUST02848,Low txn count / High avg value – Premium User
CUST02849,High txn count / Low avg value – Daily Spender
CUST02850,High txn count / Low avg value – Daily Spender
CUST02851,High Groceries/Fuel ratio – Household User
CUST02852,High Groceries/Fuel ratio – Household User
CUST02853,Low txn count / High avg value – Premium User
CUST02854,Low txn count / High avg value – Premium User
CUST02855,Low txn count / High avg value – Premium User
CUST02856,High Groceries/Fuel ratio – Household User
CUST02857,High Groceries/Fuel ratio – Household User
CUST02858,High Groceries/Fuel ratio – Household User
CUST02859,High Groceries/Fuel ratio – Household User
CUST02860,Low txn count / High avg value – Premium User
CUST02861,High txn count / Low avg value – Daily Spender
CUST02862,Low Activity – Dormant User
CUST02863,Low txn count / High avg value – Premium User
CUST02864,Low txn count / High avg value – Premium User
CUST02865,Low txn count / High avg value – Premium User
CUST02866,Low txn count / High avg value – Premium User
CUST02867,High txn count / Low avg value – Daily Spender
CUST02868,High txn count / Low avg value – Daily Spender
CUST02869,High txn count / Low avg value – Daily Spender
CUST02870,High Travel & Dining – Lifestyle User
CUST02871,High txn count / Low avg value – Daily Spender
CUST02872,Low txn count / High avg value – Premium User
CUST02873,Low txn count / High avg value – Premium User
CUST02874,High txn count / Low avg value – Daily Spender
CUST02875,Low txn count / High avg value – Premium User
CUST02876,Low txn count / High avg value – Premium User
CUST02877,High Groceries/Fuel ratio – Household User
CUST02878,Low txn count / High avg value – Premium User
CUST02879,Low txn count / High avg value – Premium User
CUST02880,High txn count / Low avg value – Daily Spender
CUST02881,High txn count / Low avg value – Daily Spender
CUST02882,High Groceries/Fuel ratio – Household User
CUST02883,High Groceries/Fuel ratio – Household User
CUST02884,High Groceries/Fuel ratio – Household User
CUST02885,High txn count / Low avg value – Daily Spender
CUST02886,Low txn count / High avg value – Premium User
CUST02887,Low txn count / High avg value – Premium User
CUST02888,High Travel & Dining – Lifestyle User
CUST02889,Low txn count / High avg value – Premium User
CUST02890,High txn count / Low avg value – Daily Spender
CUST02891,High txn count / Low avg value – Daily Spender
CUST02892,High txn count / Low avg value – Daily Spender
CUST02893,High txn count / Low avg value – Daily Spender
CUST02894,High Groceries/Fuel ratio – Household User
CUST02895,High Travel & Dining – Lifestyle User
CUST02896,Low txn count / High avg value – Premium User
CUST02897,High txn count / Low avg value – Daily Spender
CUST02898,Low txn count / High avg value – Premium User
CUST02899,High Groceries/Fuel ratio – Household User
CUST02900,High Groceries/Fuel ratio – Household User
CUST02901,High txn count / Low avg value – Daily Spender
CUST02902,High Groceries/Fuel ratio – Household User
CUST02903,Low txn count / High avg value – Premium User
CUST02904,Low txn count / High avg value – Premium User
CUST02905,High Groceries/Fuel ratio – Household User
CUST02906,High txn count / Low avg value – Daily Spender
CUST02907,High Groceries/Fuel ratio – Household User
CUST02908,High txn count / Low avg value – Daily Spender
CUST02909,High txn count / Low avg value – Daily Spender
CUST02910,High Groceries/Fuel ratio – Household User
CUST02911,High Groceries/Fuel ratio – Household User
CUST02912,High txn count / Low avg value – Daily Spender
CUST02913,High txn count / Low avg value – Daily Spender
CUST02914,High Groceries/Fuel ratio – Household User
CUST02915,High txn count / Low avg value – Daily Spender
CUST02916,High txn count / Low avg value – Daily Spender
CUST02917,High txn count / Low avg value – Daily Spender
CUST02918,Low txn count / High avg value – Premium User
CUST02919,High txn count / Low avg value – Daily Spender
CUST02920,High txn count / Low avg value – Daily Spender
CUST02921,High txn count / Low avg value – Daily Spender
CUST02922,High Travel & Dining – Lifestyle User
CUST02923,High Groceries/Fuel ratio – Household User
CUST02924,High txn count / Low avg value – Daily Spender
CUST02925,Low Activity – Dormant User
CUST02926,High Travel & Dining – Lifestyle User
CUST02927,Low Activity – Dormant User
CUST02928,High txn count / Low avg value – Daily Spender
CUST02929,High txn count / Low avg value – Daily Spender
CUST02930,Low txn count / High avg value – Premium User
CUST02931,High txn count / Low avg value – Daily Spender
CUST02932,High Groceries/Fuel ratio – Household User
CUST02933,Low txn count / High avg value – Premium User
CUST02934,High txn count / Low avg value – Daily Spender
CUST02935,High Groceries/Fuel ratio – Household User
CUST02936,High txn count / Low avg value – Daily Spender
CUST02937,Low txn count / High avg value – Premium User
CUST02938,Low txn count / High avg value – Premium User
CUST02939,High Groceries/Fuel ratio – Household User
CUST02940,High txn count / Low avg value – Daily Spender
CUST02941,High txn count / Low avg value – Daily Spender
CUST02942,High txn count / Low avg value – Daily Spender
CUST02943,High txn count / Low avg value – Daily Spender
CUST02944,High txn count / Low avg value – Daily Spender
CUST02945,High Groceries/Fuel ratio – Household User
CUST02946,Low txn count / High avg value – Premium User
CUST02947,Low txn count / High avg value – Premium User
CUST02948,Low Activity – Dormant User
CUST02949,High txn count / Low avg value – Daily Spender
CUST02950,Low txn count / High avg value – Premium User
CUST02951,High txn count / Low avg value – Daily Spender
CUST02952,High txn count / Low avg value – Daily Spender
CUST02953,Low txn count / High avg value – Premium User
CUST02954,High txn count / Low avg value – Daily Spender
CUST02955,High txn count / Low avg value – Daily Spender
CUST02956,High txn count / Low avg value – Daily Spender
CUST02957,Low txn count / High avg value – Premium User
CUST02958,High txn count / Low avg value – Daily Spender
CUST02959,Low txn count / High avg value – Premium User
CUST02960,High Groceries/Fuel ratio – Household User
CUST02961,High txn count / Low avg value – Daily Spender
CUST02962,High Travel & Dining – Lifestyle User
CUST02963,High Travel & Dining – Lifestyle User
CUST02964,High txn count / Low avg value – Daily Spender
CUST02965,High txn count / Low avg value – Daily Spender
CUST02966,High txn count / Low avg value – Daily Spender
CUST02967,Low txn count / High avg value – Premium User
CUST02968,High txn count / Low avg value – Daily Spender
CUST02969,High Groceries/Fuel ratio – Household User
CUST02970,High txn count / Low avg value – Daily Spender
CUST02971,High Groceries/Fuel ratio – Household User
CUST02972,High txn count / Low avg value – Daily Spender
CUST02973,High txn count / Low avg value – Daily Spender
CUST02974,High txn count / Low avg value – Daily Spender
CUST02975,High Groceries/Fuel ratio – Household User
CUST02976,Low txn count / High avg value – Premium User
CUST02977,High Groceries/Fuel ratio – Household User
CUST02978,High txn count / Low avg value – Daily Spender
CUST02979,High Travel & Dining – Lifestyle User
CUST02980,Low txn count / High avg value – Premium User
CUST02981,High Groceries/Fuel ratio – Household User
CUST02982,High txn count / Low avg value – Daily Spender
CUST02983,High txn count / Low avg value – Daily Spender
CUST02984,Low txn count / High avg value – Premium User
CUST02985,Low Activity – Dormant User
CUST02986,High Groceries/Fuel ratio – Household User
CUST02987,Low txn count / High avg value – Premium User
CUST02988,High txn count / Low avg value – Daily Spender
CUST02989,Low txn count / High avg value – Premium User
CUST02990,High Groceries/Fuel ratio – Household User
CUST02991,Low txn count / High avg value – Premium User
CUST02992,Low txn count / High avg value – Premium User
CUST02993,High txn count / Low avg value – Daily Spender
CUST02994,High Groceries/Fuel ratio – Household User
CUST02995,High txn count / Low avg value – Daily Spender
CUST02996,High Groceries/Fuel ratio – Household User
CUST02997,High txn count / Low avg value – Daily Spender
CUST02998,High txn count / Low avg value – Daily Spender
CUST02999,High txn count / Low avg value – Daily Spender
CUST03000,High txn count / Low avg value – Daily Spender
CUST03001,High txn count / Low avg value – Daily Spender
CUST03002,High txn count / Low avg value – Daily Spender
CUST03003,High txn count / Low avg value – Daily Spender
CUST03004,Low txn count / High avg value – Premium User
CUST03005,High Travel & Dining – Lifestyle User
CUST03006,High Travel & Dining – Lifestyle User
CUST03007,High Groceries/Fuel ratio – Household User
CUST03008,High txn count / Low avg value – Daily Spender
CUST03009,High Groceries/Fuel ratio – Household User
CUST03010,Low txn count / High avg value – Premium User
CUST03011,High txn count / Low avg value – Daily Spender
CUST03012,High txn count / Low avg value – Daily Spender
CUST03013,High txn count / Low avg value – Daily Spender
CUST03014,High txn count / Low avg value – Daily Spender
CUST03015,High txn count / Low avg value – Daily Spender
CUST03016,High txn count / Low avg value – Daily Spender
CUST03017,Low txn count / High avg value – Premium User
CUST03018,High Groceries/Fuel ratio – Household User
CUST03019,High txn count / Low avg value – Daily Spender
CUST03020,High txn count / Low avg value – Daily Spender
CUST03021,Low txn count / High avg value – Premium User
CUST03022,High txn count / Low avg value – Daily Spender
CUST03023,High txn count / Low avg value – Daily Spender
CUST03024,High Groceries/Fuel ratio – Household User
CUST03025,High txn count / Low avg value – Daily Spender
CUST03026,High txn count / Low avg value – Daily Spender
CUST03027,High txn count / Low avg value – Daily Spender
CUST03028,High txn count / Low avg value – Daily Spender
CUST03029,High txn count / Low avg value – Daily Spender
CUST03030,High Groceries/Fuel ratio – Household User
CUST03031,Low txn count / High avg value – Premium User
CUST03032,High txn count / Low avg value – Daily Spender
CUST03033,High Groceries/Fuel ratio – Household User
CUST03034,High txn count / Low avg value – Daily Spender
CUST03035,High txn count / Low avg value – Daily Spender
CUST03036,Low txn count / High avg value – Premium User
CUST03037,Low txn count / High avg value – Premium User
CUST03038,Low txn count / High avg value – Premium User
CUST03039,High Groceries/Fuel ratio – Household User
CUST03040,High Groceries/Fuel ratio – Household User
CUST03041,Low txn count / High avg value – Premium User
CUST03042,High Groceries/Fuel ratio – Household User
CUST03043,Low txn count / High avg value – Premium User
CUST03044,High txn count / Low avg value – Daily Spender
CUST03045,High txn count / Low avg value – Daily Spender
CUST03046,Low txn count / High avg value – Premium User
CUST03047,High txn count / Low avg value – Daily Spender
CUST03048,High txn count / Low avg value – Daily Spender
CUST03049,High txn count / Low avg value – Daily Spender
CUST03050,High Groceries/Fuel ratio – Household User
CUST03051,Low txn count / High avg value – Premium User
CUST03052,Low Activity – Dormant User
CUST03053,High txn count / Low avg value – Daily Spender
CUST03054,High txn count / Low avg value – Daily Spender
CUST03055,Low txn count / High avg value – Premium User
CUST03056,High txn count / Low avg value – Daily Spender
CUST03057,High Groceries/Fuel ratio – Household User
CUST03058,High Groceries/Fuel ratio – Household User
CUST03059,High Travel & Dining – Lifestyle User
CUST03060,High txn count / Low avg value – Daily Spender
CUST03061,High Groceries/Fuel ratio – Household User
CUST03062,High Groceries/Fuel ratio – Household User
CUST03063,High txn count / Low avg value – Daily Spender
CUST03064,High txn count / Low avg value – Daily Spender
CUST03065,High txn count / Low avg value – Daily Spender
CUST03066,High Groceries/Fuel ratio – Household User
CUST03067,Low txn count / High avg value – Premium User
CUST03068,High txn count / Low avg value – Daily Spender
CUST03069,High txn count / Low avg value – Daily Spender
CUST03070,High txn count / Low avg value – Daily Spender
CUST03071,High txn count / Low avg value – Daily Spender
CUST03072,High txn count / Low avg value – Daily Spender
CUST03073,High txn count / Low avg value – Daily Spender
CUST03074,High Groceries/Fuel ratio – Household User
CUST03075,High txn count / Low avg value – Daily Spender
CUST03076,Low txn count / High avg value – Premium User
CUST03077,High Groceries/Fuel ratio – Household User
CUST03078,High Groceries/Fuel ratio – Household User
CUST03079,Low txn count / High avg value – Premium User
CUST03080,High txn count / Low avg value – Daily Spender
CUST03081,Low txn count / High avg value – Premium User
CUST03082,High Groceries/Fuel ratio – Household User
CUST03083,Low txn count / High avg value – Premium User
CUST03084,High txn count / Low avg value – Daily Spender
